12.56637	12.56637	12.56637	-1.56947	-3.36455	-1.00000
12.56637	12.56637	12.56637	-1.47449	-3.36291	-1.00000
12.56637	12.56637	12.56637	-1.37952	-3.36127	-1.00000
12.56637	12.56637	12.56637	-1.28455	-3.35962	-1.00000
12.56637	12.56637	12.56637	-1.18957	-3.35798	-1.00000
12.56637	12.56637	12.56637	-1.09460	-3.35634	-1.00000
12.56637	12.56637	12.56637	-0.99962	-3.35470	-1.00000
12.56637	12.56637	12.56637	-0.90465	-3.35306	-1.00000
12.56637	12.56637	12.56637	-0.80968	-3.35142	-1.00000
12.56637	12.56637	12.56637	-0.71470	-3.34978	-1.00000
12.56637	12.56637	12.56637	-0.61973	-3.34814	-1.00000
12.56637	12.56637	12.56637	-0.52475	-3.34650	-1.00000
12.56637	12.56637	12.56637	-0.42978	-3.34486	-1.00000
12.56637	12.56637	12.56637	-0.33481	-3.34322	-1.00000
12.56637	12.56637	12.56637	-0.23983	-3.34158	-1.00000
12.56637	12.56637	12.56637	-0.14486	-3.33994	-1.00000
12.56637	12.56637	12.56637	-0.04988	-3.33830	-1.00000
12.56637	12.56637	12.56637	0.04509	-3.33666	-1.00000
12.56637	12.56637	12.56637	0.14006	-3.33502	-1.00000
12.56637	12.56637	12.56637	0.23504	-3.33338	-1.00000
12.56637	12.56637	12.56637	0.33001	-3.33174	-1.00000
12.56637	12.56637	12.56637	0.42498	-3.33010	-1.00000
12.56637	12.56637	12.56637	0.51996	-3.32846	-1.00000
12.56637	12.56637	12.56637	0.61493	-3.32682	-1.00000
12.56637	12.56637	12.56637	0.70991	-3.32518	-1.00000
12.56637	12.56637	12.56637	0.80488	-3.32354	-1.00000
12.56637	12.56637	12.56637	0.89985	-3.32190	-1.00000
12.56637	12.56637	12.56637	0.99483	-3.32026	-1.00000
12.56637	12.56637	12.56637	1.08980	-3.31862	-1.00000
12.56637	12.56637	12.56637	1.18478	-3.31698	-1.00000
12.56637	12.56637	12.56637	1.27975	-3.31534	-1.00000
12.56637	12.56637	12.56637	1.37472	-3.31370	-1.00000
12.56637	12.56637	12.56637	1.46970	-3.31206	-1.00000
12.56637	12.56637	12.56637	1.56467	-3.31042	-1.00000
12.56637	12.56637	12.56637	1.65965	-3.30878	-1.00000
12.56637	12.56637	12.56637	1.75462	-3.30714	-1.00000
12.56637	12.56637	12.56637	1.84959	-3.30550	-1.00000
12.56637	12.56637	12.56637	1.94457	-3.30386	-1.00000
12.56637	12.56637	12.56637	2.03954	-3.30222	-1.00000
12.56637	12.56637	12.56637	2.13452	-3.30058	-1.00000
12.56637	12.56637	12.56637	2.22949	-3.29894	-1.00000
12.56637	12.56637	12.56637	2.32446	-3.29730	-1.00000
12.56637	12.56637	12.56637	2.41944	-3.29566	-1.00000
12.56637	12.56637	12.56637	2.51441	-3.29402	-1.00000
12.56637	12.56637	12.56637	2.60939	-3.29238	-1.00000
12.56637	12.56637	12.56637	2.70436	-3.29074	-1.00000
12.56637	12.56637	12.56637	2.79933	-3.28910	-1.00000
12.56637	12.56637	12.56637	2.89431	-3.28746	-1.00000
12.56637	12.56637	12.56637	2.98928	-3.28582	-1.00000
12.56637	12.56637	12.56637	3.08426	-3.28418	-1.00000
12.56637	12.56637	12.56637	3.17923	-3.28254	-1.00000
12.56637	12.56637	12.56637	3.27420	-3.28090	-1.00000
12.56637	12.56637	12.56637	3.36918	-3.27926	-1.00000
12.56637	12.56637	12.56637	3.46415	-3.27762	-1.00000
12.56637	12.56637	12.56637	3.55912	-3.27598	-1.00000
12.56637	12.56637	12.56637	3.65410	-3.27434	-1.00000
12.56637	12.56637	12.56637	3.74907	-3.27270	-1.00000
12.56637	12.56637	12.56637	3.84405	-3.27106	-1.00000
12.56637	12.56637	12.56637	3.93902	-3.26942	-1.00000
12.56637	12.56637	12.56637	4.03399	-3.26778	-1.00000
12.56637	12.56637	12.56637	4.12897	-3.26614	-1.00000
12.56637	12.56637	12.56637	4.22394	-3.26450	-1.00000
12.56637	12.56637	12.56637	4.31892	-3.26286	-1.00000
12.56637	12.56637	12.56637	4.41389	-3.26122	-1.00000
12.56637	12.56637	12.56637	4.50886	-3.25958	-1.00000
12.56637	12.56637	12.56637	4.60384	-3.25794	-1.00000
12.56637	12.56637	12.56637	4.69881	-3.25630	-1.00000
12.56637	12.56637	12.56637	4.79379	-3.25466	-1.00000
12.56637	12.56637	12.56637	4.88876	-3.25302	-1.00000
12.56637	12.56637	12.56637	4.98373	-3.25138	-1.00000
12.56637	12.56637	12.56637	5.07871	-3.24974	-1.00000
12.56637	12.56637	12.56637	5.17368	-3.24810	-1.00000
12.56637	12.56637	12.56637	5.26866	-3.24646	-1.00000
12.56637	12.56637	12.56637	5.36363	-3.24482	-1.00000
12.56637	12.56637	12.56637	5.45860	-3.24318	-1.00000
12.56637	12.56637	12.56637	5.55358	-3.24154	-1.00000
12.56637	12.56637	12.56637	5.64855	-3.23990	-1.00000
12.56637	12.56637	12.56637	5.74353	-3.23826	-1.00000
12.56637	12.56637	12.56637	5.83850	-3.23662	-1.00000
12.56637	12.56637	12.56637	5.93347	-3.23498	-1.00000
12.56637	12.56637	12.56637	6.02845	-3.23334	-1.00000
12.56637	12.56637	12.56637	6.12342	-3.23170	-1.00000
12.56637	12.56637	12.56637	6.21839	-3.23006	-1.00000
12.56637	12.56637	12.56637	6.31337	-3.22842	-1.00000
12.56637	12.56637	12.56637	6.40834	-3.22678	-1.00000
12.56637	12.56637	12.56637	6.50332	-3.22514	-1.00000
12.56637	12.56637	12.56637	6.59829	-3.22350	-1.00000
12.56637	12.56637	12.56637	6.69326	-3.22186	-1.00000
12.56637	12.56637	12.56637	6.78824	-3.22022	-1.00000
12.56637	12.56637	12.56637	6.88321	-3.21858	-1.00000
12.56637	12.56637	12.56637	6.97819	-3.21694	-1.00000
12.56637	12.56637	12.56637	7.07316	-3.21530	-1.00000
12.56637	12.56637	12.56637	7.16813	-3.21366	-1.00000
12.56637	12.56637	12.56637	7.26311	-3.21202	-1.00000
12.56637	12.56637	12.56637	7.35808	-3.21037	-1.00000
12.56637	12.56637	12.56637	7.45306	-3.20873	-1.00000
12.56637	12.56637	12.56637	7.54803	-3.20709	-1.00000
12.56637	12.56637	12.56637	7.64300	-3.20545	-1.00000
12.56637	12.56637	12.56637	7.73798	-3.20381	-1.00000
12.56637	12.56637	12.56637	7.83295	-3.20217	-1.00000
12.56637	12.56637	12.56637	7.92793	-3.20053	-1.00000
12.56637	12.56637	12.56637	8.02290	-3.19889	-1.00000
12.56637	12.56637	12.56637	8.11787	-3.19725	-1.00000
12.56637	12.56637	12.56637	8.21285	-3.19561	-1.00000
12.56637	12.56637	12.56637	8.30782	-3.19397	-1.00000
12.56637	12.56637	12.56637	8.40280	-3.19233	-1.00000
12.56637	12.56637	12.56637	8.49777	-3.19069	-1.00000
12.56637	12.56637	12.56637	8.59274	-3.18905	-1.00000
12.56637	12.56637	12.56637	8.68772	-3.18741	-1.00000
12.56637	12.56637	12.56637	8.78269	-3.18577	-1.00000
12.56637	12.56637	12.56637	8.87767	-3.18413	-1.00000
12.56637	12.56637	12.56637	8.97264	-3.18249	-1.00000
12.56637	12.56637	12.56637	9.06761	-3.18085	-1.00000
12.56637	12.56637	12.56637	9.16259	-3.17921	-1.00000
12.56637	12.56637	12.56637	9.25756	-3.17757	-1.00000
12.56637	12.56637	12.56637	9.35253	-3.17593	-1.00000
12.56637	12.56637	12.56637	9.44751	-3.17429	-1.00000
12.56637	12.56637	12.56637	9.54248	-3.17265	-1.00000
12.56637	12.56637	12.56637	9.63746	-3.17101	-1.00000
12.56637	12.56637	12.56637	9.73243	-3.16937	-1.00000
12.56637	12.56637	12.56637	9.82740	-3.16773	-1.00000
12.56637	12.56637	12.56637	9.92238	-3.16609	-1.00000
12.56637	12.56637	12.56637	10.01735	-3.16445	-1.00000
12.56637	12.56637	12.56637	10.11233	-3.16281	-1.00000
12.56637	12.56637	12.56637	10.20730	-3.16117	-1.00000
12.56637	12.56637	12.56637	10.30227	-3.15953	-1.00000
